1,06:31,07:55,12:29,14:43,17:01,18:26
2,06:31,07:55,12:30,14:44,17:02,18:27
3,06:31,07:55,12:30,14:45,17:03,18:28
4,06:31,07:55,12:31,14:46,17:04,18:29
5,06:31,07:55,12:31,14:47,17:05,18:30
6,06:31,07:55,12:32,14:48,17:06,18:31
7,06:31,07:55,12:32,14:48,17:07,18:32
8,06:31,07:55,12:32,14:49,17:08,18:32
9,06:31,07:55,12:33,14:50,17:09,18:33
10,06:31,07:55,12:33,14:51,17:10,18:34
11,06:31,07:54,12:34,14:52,17:11,18:35
12,06:31,07:54,12:34,14:53,17:12,18:36
13,06:30,07:54,12:35,14:54,17:13,18:37
14,06:30,07:53,12:35,14:55,17:14,18:38
15,06:30,07:53,12:35,14:56,17:15,18:39
16,06:29,07:52,12:36,14:57,17:17,18:40
17,06:29,07:52,12:36,14:58,17:18,18:41
18,06:29,07:51,12:36,15:00,17:19,18:43
19,06:28,07:51,12:37,15:01,17:20,18:44
20,06:28,07:50,12:37,15:02,17:22,18:45
21,06:27,07:49,12:37,15:03,17:23,18:46
22,06:27,07:49,12:38,15:04,17:24,18:47
23,06:26,07:48,12:38,15:05,17:25,18:48
24,06:26,07:47,12:38,15:06,17:27,18:49
25,06:25,07:47,12:38,15:07,17:28,18:50
26,06:24,07:46,12:39,15:08,17:29,18:51
27,06:24,07:45,12:39,15:09,17:31,18:53
28,06:23,07:44,12:39,15:11,17:32,18:54
29,06:22,07:43,12:39,15:12,17:33,18:55
30,06:21,07:42,12:39,15:13,17:34,18:56
31,06:20,07:41,12:39,15:14,17:36,18:57
32,06:20,07:40,12:40,15:15,17:37,18:58
33,06:19,07:39,12:40,15:16,17:38,19:00
34,06:18,07:38,12:40,15:17,17:40,19:01
35,06:17,07:37,12:40,15:18,17:41,19:02
36,06:16,07:36,12:40,15:19,17:43,19:03
37,06:15,07:35,12:40,15:21,17:44,19:04
38,06:14,07:33,12:40,15:22,17:45,19:06
39,06:13,07:32,12:40,15:23,17:47,19:07
40,06:11,07:31,12:40,15:24,17:48,19:08
41,06:10,07:30,12:40,15:25,17:49,19:09
42,06:09,07:28,12:40,15:26,17:51,19:10
43,06:08,07:27,12:40,15:27,17:52,19:12
44,06:07,07:26,12:40,15:28,17:53,19:13
45,06:06,07:24,12:40,15:29,17:55,19:14
46,06:04,07:23,12:40,15:30,17:56,19:15
47,06:03,07:22,12:40,15:31,17:57,19:16
48,06:02,07:20,12:40,15:32,17:59,19:18
49,06:00,07:19,12:40,15:33,18:00,19:19
50,05:59,07:17,12:40,15:34,18:01,19:20
51,05:58,07:16,12:40,15:35,18:02,19:21
52,05:56,07:14,12:40,15:36,18:04,19:22
53,05:55,07:13,12:40,15:37,18:05,19:24
54,05:53,07:11,12:40,15:38,18:06,19:25
55,05:52,07:10,12:40,15:39,18:08,19:26
56,05:50,07:08,12:39,15:40,18:09,19:27
57,05:49,07:07,12:39,15:41,18:10,19:28
58,05:47,07:05,12:39,15:42,18:11,19:30
59,05:46,07:03,12:39,15:42,18:13,19:31
60,05:44,07:02,12:39,15:43,18:14,19:32
61,05:42,07:00,12:39,15:44,18:15,19:33
62,05:41,06:59,12:38,15:45,18:16,19:35
63,05:39,06:57,12:38,15:46,18:18,19:36
64,05:38,06:55,12:38,15:47,18:19,19:37
65,05:36,06:54,12:38,15:48,18:20,19:38
66,05:34,06:52,12:37,15:48,18:21,19:40
67,05:33,06:50,12:37,15:49,18:23,19:41
68,05:31,06:48,12:37,15:50,18:24,19:42
69,06:29,07:47,13:37,16:51,19:25,20:43
70,06:27,07:45,13:36,16:51,19:26,20:44
71,06:26,07:43,13:36,16:52,19:28,20:46
72,06:24,07:42,13:36,16:53,19:29,20:47
73,06:22,07:40,13:36,16:54,19:30,20:48
74,06:20,07:38,13:35,16:54,19:31,20:49
75,06:18,07:36,13:35,16:55,19:32,20:51
76,06:17,07:35,13:35,16:56,19:34,20:52
77,06:15,07:33,13:35,16:56,19:35,20:53
78,06:13,07:31,13:34,16:57,19:36,20:55
79,06:11,07:29,13:34,16:58,19:37,20:56
80,06:09,07:28,13:34,16:58,19:38,20:57
81,06:07,07:26,13:33,16:59,19:39,20:58
82,06:05,07:24,13:33,16:59,19:41,21:00
83,06:03,07:22,13:33,17:00,19:42,21:01
84,06:02,07:21,13:33,17:01,19:43,21:02
85,06:00,07:19,13:32,17:01,19:44,21:04
86,05:58,07:17,13:32,17:02,19:45,21:05
87,05:56,07:15,13:32,17:02,19:47,21:06
88,05:54,07:13,13:31,17:03,19:48,21:08
89,05:52,07:12,13:31,17:03,19:49,21:09
90,05:50,07:10,13:31,17:04,19:50,21:10
91,05:48,07:08,13:30,17:04,19:51,21:12
92,05:46,07:06,13:30,17:05,19:52,21:13
93,05:44,07:05,13:30,17:05,19:54,21:14
94,05:42,07:03,13:30,17:06,19:55,21:16
95,05:40,07:01,13:29,17:06,19:56,21:17
96,05:38,06:59,13:29,17:07,19:57,21:18
97,05:36,06:58,13:29,17:07,19:58,21:20
98,05:34,06:56,13:28,17:08,19:59,21:21
99,05:32,06:54,13:28,17:08,20:01,21:23
100,05:30,06:53,13:28,17:09,20:02,21:24
101,05:28,06:51,13:28,17:09,20:03,21:26
102,05:26,06:49,13:27,17:10,20:04,21:27
103,05:24,06:48,13:27,17:10,20:05,21:28
104,05:22,06:46,13:27,17:11,20:06,21:30
105,05:20,06:44,13:27,17:11,20:07,21:31
106,05:18,06:43,13:26,17:11,20:09,21:33
107,05:16,06:41,13:26,17:12,20:10,21:34
108,05:15,06:39,13:26,17:12,20:11,21:36
109,05:13,06:38,13:26,17:13,20:12,21:37
110,05:11,06:36,13:25,17:13,20:13,21:39
111,05:09,06:34,13:25,17:13,20:14,21:40
112,05:07,06:33,13:25,17:14,20:16,21:42
113,05:05,06:31,13:25,17:14,20:17,21:43
114,05:03,06:30,13:25,17:15,20:18,21:45
115,05:01,06:28,13:24,17:15,20:19,21:46
116,04:59,06:27,13:24,17:15,20:20,21:48
117,04:57,06:25,13:24,17:16,20:21,21:49
118,04:55,06:24,13:24,17:16,20:23,21:51
119,04:54,06:22,13:24,17:16,20:24,21:53
120,04:52,06:21,13:24,17:17,20:25,21:54
121,04:50,06:19,13:23,17:17,20:26,21:56
122,04:48,06:18,13:23,17:17,20:27,21:56
123,04:46,06:17,13:23,17:18,20:28,21:58
124,04:44,06:15,13:23,17:18,20:29,21:58
125,04:43,06:14,13:23,17:18,20:31,22:00
126,04:41,06:13,13:23,17:19,20:32,22:01
127,04:39,06:11,13:23,17:19,20:33,22:02
128,04:37,06:10,13:23,17:20,20:34,22:03
129,04:36,06:09,13:23,17:20,20:35,22:04
130,04:34,06:08,13:23,17:20,20:36,22:05
131,04:32,06:06,13:23,17:21,20:37,22:06
132,04:31,06:05,13:23,17:21,20:38,22:07
133,04:29,06:04,13:23,17:21,20:40,22:08
134,04:28,06:03,13:23,17:22,20:41,22:09
135,04:26,06:02,13:23,17:22,20:42,22:10
136,04:24,06:01,13:23,17:22,20:43,22:11
137,04:23,06:00,13:23,17:23,20:44,22:12
138,04:22,05:59,13:23,17:23,20:45,22:13
139,04:20,05:58,13:23,17:23,20:46,22:14
140,04:19,05:57,13:23,17:24,20:47,22:15
141,04:17,05:56,13:23,17:24,20:48,22:16
142,04:16,05:55,13:23,17:24,20:49,22:16
143,04:15,05:54,13:23,17:25,20:50,22:18
144,04:13,05:53,13:23,17:25,20:51,22:18
145,04:12,05:53,13:23,17:25,20:52,22:20
146,04:11,05:52,13:23,17:26,20:53,22:20
147,04:10,05:51,13:23,17:26,20:54,22:21
148,04:09,05:50,13:23,17:26,20:55,22:22
149,04:08,05:50,13:23,17:26,20:55,22:23
150,04:07,05:49,13:24,17:27,20:56,22:23
151,04:06,05:49,13:24,17:27,20:57,22:24
152,04:05,05:48,13:24,17:27,20:58,22:25
153,04:04,05:47,13:24,17:28,20:59,22:26
154,04:03,05:47,13:24,17:28,21:00,22:27
155,04:02,05:47,13:24,17:28,21:00,22:28
156,04:01,05:46,13:25,17:29,21:01,22:29
157,04:01,05:46,13:25,17:29,21:02,22:30
158,04:00,05:45,13:25,17:29,21:02,22:31
159,04:00,05:45,13:25,17:30,21:03,22:32
160,03:59,05:45,13:25,17:30,21:04,22:32
161,03:59,05:45,13:25,17:30,21:04,22:33
162,03:58,05:44,13:26,17:30,21:05,22:34
163,03:58,05:44,13:26,17:31,21:05,22:35
164,03:57,05:44,13:26,17:31,21:06,22:35
165,03:57,05:44,13:26,17:31,21:06,22:36
166,03:57,05:44,13:27,17:32,21:07,22:37
167,03:57,05:44,13:27,17:32,21:07,22:37
168,03:57,05:44,13:27,17:32,21:08,22:38
169,03:57,05:44,13:27,17:32,21:08,22:38
170,03:57,05:44,13:27,17:33,21:08,22:38
171,03:57,05:44,13:28,17:33,21:09,22:39
172,03:57,05:44,13:28,17:33,21:09,22:39
173,03:57,05:45,13:28,17:33,21:09,22:39
174,03:58,05:45,13:28,17:33,21:09,22:39
175,03:58,05:45,13:28,17:34,21:09,22:39
176,03:58,05:45,13:29,17:34,21:10,22:39
177,03:59,05:46,13:29,17:34,21:10,22:39
178,03:59,05:46,13:29,17:34,21:10,22:39
179,04:00,05:46,13:29,17:34,21:10,22:39
180,04:00,05:47,13:29,17:34,21:10,22:39
181,04:01,05:47,13:30,17:35,21:10,22:39
182,04:02,05:48,13:30,17:35,21:09,22:39
183,04:03,05:48,13:30,17:35,21:09,22:38
184,04:03,05:49,13:30,17:35,21:09,22:38
185,04:04,05:49,13:30,17:35,21:09,22:38
186,04:05,05:50,13:31,17:35,21:09,22:37
187,04:06,05:51,13:31,17:35,21:08,22:37
188,04:07,05:51,13:31,17:35,21:08,22:36
189,04:08,05:52,13:31,17:35,21:08,22:35
190,04:09,05:53,13:31,17:35,21:07,22:35
191,04:10,05:53,13:31,17:35,21:07,22:34
192,04:11,05:54,13:32,17:35,21:06,22:33
193,04:13,05:55,13:32,17:35,21:06,22:33
194,04:14,05:56,13:32,17:35,21:05,22:32
195,04:15,05:56,13:32,17:35,21:05,22:31
196,04:16,05:57,13:32,17:35,21:04,22:30
197,04:17,05:58,13:32,17:35,21:04,22:29
198,04:19,05:59,13:32,17:35,21:03,22:28
199,04:20,06:00,13:32,17:35,21:02,22:27
200,04:21,06:01,13:32,17:35,21:01,22:26
201,04:23,06:02,13:33,17:34,21:01,22:25
202,04:24,06:03,13:33,17:34,21:00,22:24
203,04:26,06:03,13:33,17:34,20:59,22:22
204,04:27,06:04,13:33,17:34,20:58,22:21
205,04:29,06:05,13:33,17:34,20:57,22:20
206,04:30,06:06,13:33,17:33,20:56,22:19
207,04:31,06:07,13:33,17:33,20:55,22:17
208,04:33,06:08,13:33,17:33,20:54,22:16
209,04:34,06:09,13:33,17:32,20:53,22:14
210,04:36,06:10,13:33,17:32,20:52,22:13
211,04:37,06:11,13:33,17:32,20:51,22:12
212,04:39,06:12,13:33,17:31,20:50,22:10
213,04:40,06:13,13:33,17:31,20:49,22:08
214,04:42,06:14,13:33,17:31,20:48,22:07
215,04:44,06:16,13:32,17:30,20:47,22:06
216,04:45,06:17,13:32,17:30,20:45,22:04
217,04:47,06:18,13:32,17:29,20:44,22:04
218,04:48,06:19,13:32,17:29,20:43,22:02
219,04:50,06:20,13:32,17:28,20:42,22:01
220,04:51,06:21,13:32,17:28,20:40,21:59
221,04:53,06:22,13:32,17:27,20:39,21:59
222,04:54,06:23,13:32,17:26,20:37,21:57
223,04:56,06:24,13:32,17:26,20:36,21:56
224,04:57,06:25,13:31,17:25,20:35,21:54
225,04:59,06:26,13:31,17:25,20:33,21:53
226,05:00,06:27,13:31,17:24,20:32,21:51
227,05:02,06:28,13:31,17:23,20:30,21:51
228,05:03,06:30,13:31,17:22,20:29,21:49
229,05:05,06:31,13:30,17:22,20:27,21:48
230,05:06,06:32,13:30,17:21,20:26,21:46
231,05:08,06:33,13:30,17:20,20:24,21:45
232,05:09,06:34,13:30,17:19,20:23,21:43
233,05:11,06:35,13:30,17:19,20:21,21:41
234,05:12,06:36,13:29,17:18,20:20,21:40
235,05:14,06:37,13:29,17:17,20:18,21:39
236,05:15,06:38,13:29,17:16,20:16,21:37
237,05:17,06:39,13:29,17:15,20:15,21:36
238,05:18,06:40,13:28,17:14,20:13,21:34
239,05:19,06:42,13:28,17:13,20:11,21:33
240,05:21,06:43,13:28,17:12,20:10,21:31
241,05:22,06:44,13:27,17:12,20:08,21:30
242,05:24,06:45,13:27,17:11,20:06,21:28
243,05:25,06:46,13:27,17:10,20:05,21:27
244,05:26,06:47,13:27,17:09,20:03,21:25
245,05:28,06:48,13:26,17:08,20:01,21:23
246,05:29,06:49,13:26,17:07,20:00,21:21
247,05:30,06:50,13:26,17:06,19:58,21:19
248,05:32,06:51,13:25,17:04,19:56,21:17
249,05:33,06:53,13:25,17:03,19:54,21:15
250,05:34,06:54,13:25,17:02,19:53,21:14
251,05:36,06:55,13:24,17:01,19:51,21:12
252,05:37,06:56,13:24,17:00,19:49,21:10
253,05:38,06:57,13:24,16:59,19:47,21:08
254,05:40,06:58,13:23,16:58,19:46,21:06
255,05:41,06:59,13:23,16:57,19:44,21:04
256,05:42,07:00,13:22,16:55,19:42,21:02
257,05:43,07:01,13:22,16:54,19:40,21:00
258,05:45,07:02,13:22,16:53,19:38,20:58
259,05:46,07:03,13:21,16:52,19:37,20:56
260,05:47,07:04,13:21,16:51,19:35,20:54
261,05:48,07:06,13:21,16:50,19:33,20:52
262,05:50,07:07,13:20,16:48,19:31,20:50
263,05:51,07:08,13:20,16:47,19:29,20:48
264,05:52,07:09,13:20,16:46,19:27,20:46
265,05:53,07:10,13:19,16:45,19:26,20:44
266,05:55,07:11,13:19,16:43,19:24,20:42
267,05:56,07:12,13:19,16:42,19:22,20:40
268,05:57,07:13,13:18,16:41,19:20,20:38
269,05:58,07:14,13:18,16:39,19:18,20:36
270,05:59,07:15,13:18,16:38,19:17,20:35
271,06:00,07:16,13:17,16:37,19:15,20:33
272,06:02,07:18,13:17,16:36,19:13,20:31
273,06:03,07:19,13:17,16:34,19:11,20:29
274,06:04,07:20,13:16,16:33,19:10,20:27
275,06:05,07:21,13:16,16:32,19:08,20:25
276,06:06,07:22,13:16,16:30,19:06,20:24
277,06:08,07:23,13:15,16:29,19:04,20:22
278,06:09,07:24,13:15,16:28,19:02,20:20
279,06:10,07:25,13:15,16:27,19:01,20:18
280,06:11,07:27,13:14,16:25,18:59,20:16
281,06:12,07:28,13:14,16:24,18:57,20:15
282,06:13,07:29,13:14,16:23,18:56,20:13
283,06:14,07:30,13:13,16:21,18:54,20:11
284,06:16,07:31,13:13,16:20,18:52,20:10
285,06:17,07:32,13:13,16:19,18:50,20:08
286,06:18,07:34,13:13,16:17,18:49,20:06
287,06:19,07:35,13:12,16:16,18:47,20:05
288,06:20,07:36,13:12,16:15,18:45,20:03
289,06:21,07:37,13:12,16:14,18:44,20:02
290,06:22,07:38,13:12,16:12,18:42,20:00
291,06:23,07:40,13:12,16:11,18:41,19:58
292,06:25,07:41,13:11,16:10,18:39,19:57
293,06:26,07:42,13:11,16:09,18:37,19:55
294,06:27,07:43,13:11,16:07,18:36,19:54
295,06:28,07:44,13:11,16:06,18:34,19:52
296,06:29,07:46,13:11,16:05,18:33,19:51
297,06:30,07:47,13:11,16:04,18:31,19:50
298,06:31,07:48,13:10,16:03,18:30,19:48
299,06:32,07:49,13:10,16:01,18:28,19:47
300,06:34,07:51,13:10,16:00,18:27,19:45
301,06:35,07:52,13:10,15:59,18:25,19:44
302,06:36,07:53,13:10,15:58,18:24,19:43
303,06:37,07:54,13:10,15:57,18:22,19:41
304,06:38,07:56,13:10,15:56,18:21,19:40
305,06:39,07:57,13:10,15:55,18:20,19:39
306,06:40,07:58,13:10,15:54,18:18,19:38
307,05:42,06:59,12:10,14:53,17:17,18:37
308,05:43,07:01,12:10,14:52,17:16,18:36
309,05:44,07:02,12:10,14:51,17:15,18:34
310,05:45,07:03,12:10,14:50,17:13,18:33
311,05:46,07:04,12:10,14:49,17:12,18:32
312,05:47,07:06,12:10,14:48,17:11,18:31
313,05:48,07:07,12:10,14:47,17:10,18:30
314,05:49,07:08,12:10,14:46,17:09,18:29
315,05:50,07:10,12:10,14:45,17:08,18:28
316,05:52,07:11,12:10,14:44,17:07,18:27
317,05:53,07:12,12:10,14:43,17:06,18:27
318,05:54,07:13,12:10,14:43,17:05,18:26
319,05:55,07:15,12:11,14:42,17:04,18:25
320,05:56,07:16,12:11,14:41,17:03,18:24
321,05:57,07:17,12:11,14:40,17:02,18:23
322,05:58,07:18,12:11,14:40,17:01,18:23
323,05:59,07:20,12:11,14:39,17:00,18:22
324,06:00,07:21,12:12,14:38,16:59,18:21
325,06:01,07:22,12:12,14:38,16:58,18:21
326,06:02,07:23,12:12,14:37,16:58,18:20
327,06:03,07:25,12:12,14:37,16:57,18:20
328,06:04,07:26,12:13,14:36,16:56,18:19
329,06:05,07:27,12:13,14:36,16:56,18:19
330,06:06,07:28,12:13,14:35,16:55,18:18
331,06:07,07:29,12:13,14:35,16:55,18:18
332,06:08,07:31,12:14,14:35,16:54,18:18
333,06:09,07:32,12:14,14:34,16:54,18:17
334,06:10,07:33,12:14,14:34,16:53,18:17
335,06:11,07:34,12:15,14:34,16:53,18:17
336,06:12,07:35,12:15,14:34,16:52,18:17
337,06:13,07:36,12:16,14:33,16:52,18:16
338,06:14,07:37,12:16,14:33,16:52,18:16
339,06:15,07:38,12:16,14:33,16:52,18:16
340,06:16,07:39,12:17,14:33,16:52,18:16
341,06:17,07:40,12:17,14:33,16:51,18:16
342,06:18,07:41,12:18,14:33,16:51,18:16
343,06:18,07:42,12:18,14:33,16:51,18:16
344,06:19,07:43,12:18,14:33,16:51,18:16
345,06:20,07:44,12:19,14:33,16:51,18:16
346,06:21,07:45,12:19,14:33,16:51,18:17
347,06:22,07:46,12:20,14:34,16:51,18:17
348,06:22,07:46,12:20,14:34,16:52,18:17
349,06:23,07:47,12:21,14:34,16:52,18:17
350,06:24,07:48,12:21,14:34,16:52,18:17
351,06:24,07:49,12:22,14:35,16:52,18:18
352,06:25,07:49,12:22,14:35,16:53,18:18
353,06:25,07:50,12:23,14:35,16:53,18:19
354,06:26,07:51,12:23,14:36,16:53,18:19
355,06:27,07:51,12:24,14:36,16:54,18:19
356,06:27,07:52,12:24,14:37,16:54,18:20
357,06:28,07:52,12:25,14:37,16:55,18:20
358,06:28,07:53,12:25,14:38,16:55,18:21
359,06:28,07:53,12:26,14:38,16:56,18:22
360,06:29,07:53,12:26,14:39,16:56,18:22
361,06:29,07:54,12:27,14:40,16:57,18:23
362,06:30,07:54,12:27,14:40,16:58,18:23
363,06:30,07:54,12:28,14:41,16:59,18:24
364,06:30,07:55,12:28,14:42,16:59,18:25
365,06:30,07:55,12:29,14:42,17:00,18:26
